sudo: a password is required
Currently logged in as: t4r3k (t4r3k-carleton-university). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.17.5
wandb: Run data is saved locally in /home/library/workspace/mlos/gym/0_mdpax/wandb/run-20240729_034631-wioe5rny
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run prime-snowflake-15
wandb: ⭐️ View project at https://wandb.ai/t4r3k-carleton-university/moon
wandb: 🚀 View run at https://wandb.ai/t4r3k-carleton-university/moon/runs/wioe5rny
No saved agents found.
Time: 00h 00m 03s, Episode: 0, Steps: 10, epr: -18.0, Loss: 0.0 Score: -18.0, Done: False
Time: 00h 14m 51s, Episode: 1362, Steps: 4486, epr: 10.9, Loss: 3.78 Score: 14.0, Done: True
Time: 00h 14m 52s, Episode: 1363, Steps: 4487, epr: 10.9, Loss: 3.64 Score: 15.0, Done: True
Time: 00h 14m 53s, Episode: 1364, Steps: 4490, epr: 10.9, Loss: 3.36 Score: 13.0, Done: True
Time: 00h 14m 54s, Episode: 1365, Steps: 4492, epr: 10.9, Loss: 3.48 Score: 14.0, Done: True
Time: 00h 14m 54s, Episode: 1366, Steps: 4494, epr: 10.9, Loss: 3.99 Score: 13.0, Done: True
Time: 00h 14m 55s, Episode: 1367, Steps: 4496, epr: 10.9, Loss: 3.44 Score: 14.0, Done: True
Time: 00h 14m 56s, Episode: 1368, Steps: 4497, epr: 10.9, Loss: 3.74 Score: 15.0, Done: True
Time: 00h 14m 57s, Episode: 1369, Steps: 4498, epr: 10.9, Loss: 3.98 Score: 15.0, Done: True
Time: 00h 14m 58s, Episode: 1370, Steps: 4500, epr: 10.9, Loss: 3.69 Score: 14.0, Done: True
Time: 00h 14m 59s, Episode: 1371, Steps: 4502, epr: 10.9, Loss: 3.5 Score: 14.0, Done: True
Time: 00h 15m 00s, Episode: 1372, Steps: 4504, epr: 10.9, Loss: 4.19 Score: 13.0, Done: True
Time: 00h 15m 01s, Episode: 1373, Steps: 4509, epr: 10.9, Loss: 3.89 Score: 4.0, Done: True
Time: 00h 15m 02s, Episode: 1374, Steps: 4512, epr: 10.9, Loss: 3.82 Score: 13.0, Done: True
Time: 00h 15m 03s, Episode: 1375, Steps: 4515, epr: 10.9, Loss: 3.85 Score: 13.0, Done: True
Time: 00h 15m 04s, Episode: 1376, Steps: 4518, epr: 10.9, Loss: 4.05 Score: 11.0, Done: True
Time: 00h 15m 04s, Episode: 1377, Steps: 4521, epr: 10.9, Loss: 3.63 Score: 13.0, Done: True
Time: 00h 15m 05s, Episode: 1378, Steps: 4522, epr: 10.9, Loss: 3.5 Score: 15.0, Done: True
Time: 00h 15m 06s, Episode: 1379, Steps: 4524, epr: 10.9, Loss: 3.69 Score: 13.0, Done: True
Time: 00h 15m 07s, Episode: 1380, Steps: 4526, epr: 10.9, Loss: 3.52 Score: 14.0, Done: True
Time: 00h 15m 08s, Episode: 1381, Steps: 4528, epr: 10.9, Loss: 3.84 Score: 14.0, Done: True
Time: 00h 15m 09s, Episode: 1382, Steps: 4529, epr: 10.9, Loss: 3.6 Score: 15.0, Done: True
Time: 00h 15m 10s, Episode: 1383, Steps: 4531, epr: 10.9, Loss: 3.25 Score: 14.0, Done: True
Time: 00h 15m 11s, Episode: 1384, Steps: 4533, epr: 10.9, Loss: 3.35 Score: 14.0, Done: True
Time: 00h 15m 12s, Episode: 1385, Steps: 4535, epr: 10.9, Loss: 3.54 Score: 13.0, Done: True
Time: 00h 15m 13s, Episode: 1386, Steps: 4538, epr: 10.9, Loss: 3.36 Score: 13.0, Done: True
Time: 00h 15m 14s, Episode: 1387, Steps: 4542, epr: 10.9, Loss: 3.26 Score: 10.0, Done: True
Time: 00h 15m 14s, Episode: 1388, Steps: 4543, epr: 10.9, Loss: 3.31 Score: 15.0, Done: True
Time: 00h 15m 15s, Episode: 1389, Steps: 4544, epr: 10.9, Loss: 3.66 Score: 15.0, Done: True
Time: 00h 15m 16s, Episode: 1390, Steps: 4546, epr: 10.9, Loss: 3.44 Score: 12.0, Done: True
Time: 00h 15m 17s, Episode: 1391, Steps: 4549, epr: 10.9, Loss: 3.34 Score: 12.0, Done: True
Time: 00h 15m 18s, Episode: 1392, Steps: 4550, epr: 10.9, Loss: 3.84 Score: 15.0, Done: True
Time: 00h 15m 19s, Episode: 1393, Steps: 4552, epr: 10.9, Loss: 3.95 Score: 14.0, Done: True
Time: 00h 15m 20s, Episode: 1394, Steps: 4560, epr: 10.9, Loss: 3.57 Score: 8.0, Done: True
Time: 00h 15m 21s, Episode: 1395, Steps: 4561, epr: 10.9, Loss: 3.73 Score: 15.0, Done: True
Time: 00h 15m 22s, Episode: 1396, Steps: 4563, epr: 10.9, Loss: 4.07 Score: 13.0, Done: True
Time: 00h 15m 23s, Episode: 1397, Steps: 4567, epr: 10.9, Loss: 3.65 Score: 11.0, Done: True
Time: 00h 15m 24s, Episode: 1398, Steps: 4570, epr: 10.9, Loss: 3.9 Score: 13.0, Done: True
Time: 00h 15m 25s, Episode: 1399, Steps: 4571, epr: 10.9, Loss: 3.77 Score: 15.0, Done: True
Time: 00h 15m 26s, Episode: 1400, Steps: 4573, epr: 10.9, Loss: 3.85 Score: 14.0, Done: True
Time: 00h 15m 27s, Episode: 1401, Steps: 4574, epr: 10.9, Loss: 3.92 Score: 15.0, Done: True
Time: 00h 15m 27s, Episode: 1402, Steps: 4576, epr: 10.9, Loss: 3.68 Score: 14.0, Done: True
Time: 00h 15m 28s, Episode: 1403, Steps: 4577, epr: 10.9, Loss: 3.4 Score: 15.0, Done: True
Time: 00h 15m 29s, Episode: 1404, Steps: 4579, epr: 10.9, Loss: 4.07 Score: 14.0, Done: True
Time: 00h 15m 30s, Episode: 1405, Steps: 4581, epr: 10.9, Loss: 4.45 Score: 13.0, Done: True
Time: 00h 15m 31s, Episode: 1406, Steps: 4582, epr: 10.9, Loss: 3.68 Score: 15.0, Done: True
Time: 00h 15m 32s, Episode: 1407, Steps: 4586, epr: 10.9, Loss: 3.73 Score: 12.0, Done: True
Time: 00h 15m 33s, Episode: 1408, Steps: 4587, epr: 11.0, Loss: 3.97 Score: 15.0, Done: True
Time: 00h 15m 34s, Episode: 1409, Steps: 4597, epr: 10.9, Loss: 3.56 Score: -13.0, Done: False
Time: 00h 15m 35s, Episode: 1410, Steps: 4599, epr: 10.9, Loss: 3.73 Score: 14.0, Done: True
Time: 00h 15m 36s, Episode: 1411, Steps: 4602, epr: 10.9, Loss: 3.26 Score: 13.0, Done: True
Time: 00h 15m 37s, Episode: 1412, Steps: 4604, epr: 10.9, Loss: 3.59 Score: 13.0, Done: True
Time: 00h 15m 38s, Episode: 1413, Steps: 4606, epr: 10.9, Loss: 3.71 Score: 12.0, Done: True
Time: 00h 15m 39s, Episode: 1414, Steps: 4609, epr: 10.9, Loss: 3.42 Score: 13.0, Done: True
Time: 00h 15m 40s, Episode: 1415, Steps: 4611, epr: 10.9, Loss: 3.85 Score: 14.0, Done: True
Time: 00h 15m 41s, Episode: 1416, Steps: 4612, epr: 10.9, Loss: 3.78 Score: 15.0, Done: True
Time: 00h 15m 42s, Episode: 1417, Steps: 4614, epr: 10.9, Loss: 3.0 Score: 13.0, Done: True
Time: 00h 15m 43s, Episode: 1418, Steps: 4616, epr: 10.9, Loss: 3.83 Score: 14.0, Done: True
Time: 00h 15m 44s, Episode: 1419, Steps: 4617, epr: 11.0, Loss: 3.29 Score: 15.0, Done: True
Time: 00h 15m 45s, Episode: 1420, Steps: 4620, epr: 11.0, Loss: 3.7 Score: 12.0, Done: True
Time: 00h 15m 46s, Episode: 1421, Steps: 4622, epr: 11.0, Loss: 4.4 Score: 14.0, Done: True
Time: 00h 15m 46s, Episode: 1422, Steps: 4624, epr: 11.0, Loss: 3.66 Score: 13.0, Done: True
Time: 00h 15m 47s, Episode: 1423, Steps: 4627, epr: 11.0, Loss: 3.58 Score: 13.0, Done: True
Time: 00h 15m 48s, Episode: 1424, Steps: 4629, epr: 11.0, Loss: 3.13 Score: 14.0, Done: True
Time: 00h 15m 49s, Episode: 1425, Steps: 4630, epr: 11.0, Loss: 3.87 Score: 15.0, Done: True
Time: 00h 15m 50s, Episode: 1426, Steps: 4632, epr: 11.0, Loss: 3.58 Score: 14.0, Done: True
Time: 00h 15m 51s, Episode: 1427, Steps: 4637, epr: 11.0, Loss: 3.72 Score: 11.0, Done: True
Time: 00h 15m 52s, Episode: 1428, Steps: 4638, epr: 11.0, Loss: 3.36 Score: 15.0, Done: True
Time: 00h 15m 53s, Episode: 1429, Steps: 4642, epr: 11.0, Loss: 4.57 Score: 12.0, Done: True
Time: 00h 15m 54s, Episode: 1430, Steps: 4643, epr: 11.0, Loss: 3.17 Score: 15.0, Done: True
Time: 00h 15m 55s, Episode: 1431, Steps: 4645, epr: 11.0, Loss: 4.12 Score: 14.0, Done: True
Time: 00h 15m 56s, Episode: 1432, Steps: 4651, epr: 11.0, Loss: 4.08 Score: 10.0, Done: True
Time: 00h 15m 57s, Episode: 1433, Steps: 4654, epr: 11.0, Loss: 3.69 Score: 12.0, Done: True
Time: 00h 15m 58s, Episode: 1434, Steps: 4656, epr: 11.0, Loss: 3.55 Score: 14.0, Done: True
Time: 00h 15m 59s, Episode: 1435, Steps: 4660, epr: 11.0, Loss: 3.67 Score: 12.0, Done: True
Time: 00h 16m 00s, Episode: 1436, Steps: 4661, epr: 11.0, Loss: 3.55 Score: 15.0, Done: True
Time: 00h 16m 01s, Episode: 1437, Steps: 4663, epr: 11.0, Loss: 2.85 Score: 14.0, Done: True
Time: 00h 16m 02s, Episode: 1438, Steps: 4667, epr: 11.0, Loss: 3.34 Score: 12.0, Done: True
Time: 00h 16m 03s, Episode: 1439, Steps: 4668, epr: 11.0, Loss: 3.72 Score: 15.0, Done: True
Time: 00h 16m 04s, Episode: 1440, Steps: 4671, epr: 11.0, Loss: 3.49 Score: 12.0, Done: True
Time: 00h 16m 04s, Episode: 1441, Steps: 4672, epr: 11.0, Loss: 3.72 Score: 15.0, Done: True
Time: 00h 16m 05s, Episode: 1442, Steps: 4674, epr: 11.0, Loss: 3.84 Score: 14.0, Done: True
Time: 00h 16m 06s, Episode: 1443, Steps: 4677, epr: 11.0, Loss: 3.9 Score: 13.0, Done: True
Time: 00h 16m 07s, Episode: 1444, Steps: 4678, epr: 11.0, Loss: 3.9 Score: 15.0, Done: True
Time: 00h 16m 08s, Episode: 1445, Steps: 4682, epr: 11.0, Loss: 3.39 Score: 12.0, Done: True
Time: 00h 16m 09s, Episode: 1446, Steps: 4683, epr: 11.0, Loss: 3.03 Score: 15.0, Done: True
Time: 00h 16m 10s, Episode: 1447, Steps: 4686, epr: 11.0, Loss: 3.2 Score: 13.0, Done: True
Time: 00h 16m 11s, Episode: 1448, Steps: 4688, epr: 11.0, Loss: 3.99 Score: 12.0, Done: True
Time: 00h 16m 12s, Episode: 1449, Steps: 4691, epr: 11.0, Loss: 3.86 Score: 13.0, Done: True
Time: 00h 16m 13s, Episode: 1450, Steps: 4693, epr: 11.0, Loss: 3.68 Score: 14.0, Done: True
Time: 00h 16m 14s, Episode: 1451, Steps: 4694, epr: 11.0, Loss: 3.78 Score: 15.0, Done: True
Time: 00h 16m 15s, Episode: 1452, Steps: 4697, epr: 11.0, Loss: 3.41 Score: 11.0, Done: True
Time: 00h 16m 16s, Episode: 1453, Steps: 4698, epr: 11.0, Loss: 3.82 Score: 15.0, Done: True
Time: 00h 16m 17s, Episode: 1454, Steps: 4702, epr: 11.0, Loss: 4.0 Score: 11.0, Done: True
Time: 00h 16m 17s, Episode: 1455, Steps: 4706, epr: 11.0, Loss: 3.74 Score: 10.0, Done: True
Time: 00h 16m 18s, Episode: 1456, Steps: 4708, epr: 11.0, Loss: 3.51 Score: 14.0, Done: True
Time: 00h 16m 19s, Episode: 1457, Steps: 4709, epr: 11.0, Loss: 3.94 Score: 15.0, Done: True
Time: 00h 16m 20s, Episode: 1458, Steps: 4711, epr: 11.0, Loss: 4.07 Score: 14.0, Done: True
Time: 00h 16m 21s, Episode: 1459, Steps: 4714, epr: 11.0, Loss: 3.91 Score: 11.0, Done: True
Time: 00h 16m 22s, Episode: 1460, Steps: 4717, epr: 11.0, Loss: 3.81 Score: 13.0, Done: True
Time: 00h 16m 23s, Episode: 1461, Steps: 4719, epr: 11.0, Loss: 4.26 Score: 13.0, Done: True
Time: 00h 16m 24s, Episode: 1462, Steps: 4724, epr: 11.0, Loss: 3.92 Score: 10.0, Done: True
Time: 00h 16m 25s, Episode: 1463, Steps: 4726, epr: 11.0, Loss: 3.64 Score: 14.0, Done: True
Time: 00h 16m 26s, Episode: 1464, Steps: 4728, epr: 11.0, Loss: 3.58 Score: 14.0, Done: True
Time: 00h 16m 27s, Episode: 1465, Steps: 4731, epr: 11.0, Loss: 4.01 Score: 13.0, Done: True
Time: 00h 16m 28s, Episode: 1466, Steps: 4735, epr: 11.0, Loss: 3.66 Score: 11.0, Done: True
Time: 00h 16m 29s, Episode: 1467, Steps: 4737, epr: 11.0, Loss: 3.71 Score: 14.0, Done: True
Time: 00h 16m 30s, Episode: 1468, Steps: 4743, epr: 11.0, Loss: 3.73 Score: 10.0, Done: True
Time: 00h 16m 31s, Episode: 1469, Steps: 4746, epr: 11.0, Loss: 3.4 Score: 13.0, Done: True
Time: 00h 16m 32s, Episode: 1470, Steps: 4748, epr: 11.0, Loss: 3.62 Score: 14.0, Done: True
Time: 00h 16m 32s, Episode: 1471, Steps: 4750, epr: 11.0, Loss: 3.68 Score: 13.0, Done: True
Time: 00h 16m 33s, Episode: 1472, Steps: 4751, epr: 11.0, Loss: 3.8 Score: 15.0, Done: True
Time: 00h 16m 34s, Episode: 1473, Steps: 4753, epr: 11.0, Loss: 3.65 Score: 14.0, Done: True
Time: 00h 16m 35s, Episode: 1474, Steps: 4755, epr: 11.0, Loss: 3.68 Score: 13.0, Done: True
Time: 00h 16m 36s, Episode: 1475, Steps: 4757, epr: 11.0, Loss: 3.49 Score: 14.0, Done: True
Time: 00h 16m 37s, Episode: 1476, Steps: 4759, epr: 11.0, Loss: 3.61 Score: 14.0, Done: True
Time: 00h 16m 38s, Episode: 1477, Steps: 4761, epr: 11.0, Loss: 3.72 Score: 14.0, Done: True
Time: 00h 16m 39s, Episode: 1478, Steps: 4763, epr: 11.0, Loss: 3.82 Score: 14.0, Done: True
Time: 00h 16m 40s, Episode: 1479, Steps: 4767, epr: 11.0, Loss: 3.72 Score: 8.0, Done: True
Time: 00h 16m 41s, Episode: 1480, Steps: 4769, epr: 11.0, Loss: 3.52 Score: 13.0, Done: True
Time: 00h 16m 42s, Episode: 1481, Steps: 4773, epr: 11.0, Loss: 3.93 Score: 12.0, Done: True
Time: 00h 16m 43s, Episode: 1482, Steps: 4775, epr: 11.0, Loss: 3.83 Score: 13.0, Done: True
Time: 00h 16m 44s, Episode: 1483, Steps: 4778, epr: 11.0, Loss: 3.65 Score: 13.0, Done: True
Time: 00h 16m 45s, Episode: 1484, Steps: 4779, epr: 11.0, Loss: 3.84 Score: 15.0, Done: True
Time: 00h 16m 46s, Episode: 1485, Steps: 4780, epr: 11.1, Loss: 3.64 Score: 15.0, Done: True
Time: 00h 16m 47s, Episode: 1486, Steps: 4782, epr: 11.1, Loss: 3.44 Score: 14.0, Done: True
Time: 00h 16m 48s, Episode: 1487, Steps: 4785, epr: 11.1, Loss: 3.59 Score: 13.0, Done: True
Time: 00h 16m 48s, Episode: 1488, Steps: 4787, epr: 11.1, Loss: 3.53 Score: 14.0, Done: True
Time: 00h 16m 49s, Episode: 1489, Steps: 4788, epr: 11.1, Loss: 3.57 Score: 15.0, Done: True
Time: 00h 16m 50s, Episode: 1490, Steps: 4791, epr: 11.1, Loss: 3.22 Score: 13.0, Done: True
Time: 00h 16m 51s, Episode: 1491, Steps: 4796, epr: 11.1, Loss: 3.55 Score: 11.0, Done: True
Time: 00h 16m 52s, Episode: 1492, Steps: 4801, epr: 11.1, Loss: 3.33 Score: 10.0, Done: True
Time: 00h 16m 53s, Episode: 1493, Steps: 4802, epr: 11.1, Loss: 3.82 Score: 15.0, Done: True
Time: 00h 16m 54s, Episode: 1494, Steps: 4807, epr: 11.1, Loss: 3.54 Score: 7.0, Done: True
Time: 00h 16m 55s, Episode: 1495, Steps: 4810, epr: 11.1, Loss: 3.89 Score: 12.0, Done: True
Time: 00h 16m 56s, Episode: 1496, Steps: 4811, epr: 11.1, Loss: 3.22 Score: 15.0, Done: True
Time: 00h 16m 57s, Episode: 1497, Steps: 4812, epr: 11.1, Loss: 3.76 Score: 15.0, Done: True
Time: 00h 16m 58s, Episode: 1498, Steps: 4813, epr: 11.1, Loss: 3.32 Score: 15.0, Done: True
Time: 00h 16m 59s, Episode: 1499, Steps: 4814, epr: 11.1, Loss: 3.88 Score: 15.0, Done: True
Time: 00h 17m 00s, Episode: 1500, Steps: 4818, epr: 11.1, Loss: 3.83 Score: 12.0, Done: True
Time: 00h 17m 01s, Episode: 1501, Steps: 4821, epr: 11.1, Loss: 3.88 Score: 13.0, Done: True
Time: 00h 17m 02s, Episode: 1502, Steps: 4823, epr: 11.1, Loss: 3.23 Score: 14.0, Done: True
Time: 00h 17m 03s, Episode: 1503, Steps: 4826, epr: 11.1, Loss: 3.55 Score: 13.0, Done: True
Time: 00h 17m 03s, Episode: 1504, Steps: 4828, epr: 11.1, Loss: 4.01 Score: 14.0, Done: True
Time: 00h 17m 04s, Episode: 1505, Steps: 4829, epr: 11.1, Loss: 3.3 Score: 15.0, Done: True
Time: 00h 17m 05s, Episode: 1506, Steps: 4830, epr: 11.1, Loss: 3.92 Score: 15.0, Done: True
Time: 00h 17m 06s, Episode: 1507, Steps: 4832, epr: 11.1, Loss: 4.05 Score: 14.0, Done: True
Time: 00h 17m 07s, Episode: 1508, Steps: 4837, epr: 11.1, Loss: 3.97 Score: 11.0, Done: True
Time: 00h 17m 08s, Episode: 1509, Steps: 4841, epr: 11.1, Loss: 3.39 Score: 11.0, Done: True
Time: 00h 17m 09s, Episode: 1510, Steps: 4844, epr: 11.1, Loss: 3.72 Score: 13.0, Done: True
Time: 00h 17m 10s, Episode: 1511, Steps: 4848, epr: 11.1, Loss: 3.92 Score: 11.0, Done: True
Time: 00h 17m 11s, Episode: 1512, Steps: 4849, epr: 11.1, Loss: 3.15 Score: 15.0, Done: True
Time: 00h 17m 12s, Episode: 1513, Steps: 4852, epr: 11.1, Loss: 3.23 Score: 13.0, Done: True
Time: 00h 17m 13s, Episode: 1514, Steps: 4859, epr: 11.1, Loss: 3.57 Score: -1.0, Done: True
Time: 00h 17m 14s, Episode: 1515, Steps: 4866, epr: 11.1, Loss: 3.87 Score: 9.0, Done: True
Time: 00h 17m 15s, Episode: 1516, Steps: 4868, epr: 11.1, Loss: 3.5 Score: 14.0, Done: True
Time: 00h 17m 16s, Episode: 1517, Steps: 4871, epr: 11.1, Loss: 3.47 Score: 12.0, Done: True
Time: 00h 17m 17s, Episode: 1518, Steps: 4876, epr: 11.1, Loss: 3.65 Score: 6.0, Done: True
Time: 00h 17m 18s, Episode: 1519, Steps: 4879, epr: 11.1, Loss: 3.81 Score: 11.0, Done: True
Time: 00h 17m 19s, Episode: 1520, Steps: 4882, epr: 11.1, Loss: 3.36 Score: 11.0, Done: True
Time: 00h 17m 20s, Episode: 1521, Steps: 4883, epr: 11.1, Loss: 3.86 Score: 15.0, Done: True
Time: 00h 17m 21s, Episode: 1522, Steps: 4885, epr: 11.1, Loss: 3.77 Score: 13.0, Done: True
Time: 00h 17m 22s, Episode: 1523, Steps: 4886, epr: 11.1, Loss: 3.71 Score: 15.0, Done: True
Time: 00h 17m 23s, Episode: 1524, Steps: 4890, epr: 11.1, Loss: 3.57 Score: 12.0, Done: True
Time: 00h 17m 24s, Episode: 1525, Steps: 4891, epr: 11.1, Loss: 3.77 Score: 15.0, Done: True
Time: 00h 17m 25s, Episode: 1526, Steps: 4893, epr: 11.1, Loss: 3.68 Score: 14.0, Done: True
Time: 00h 17m 26s, Episode: 1527, Steps: 4895, epr: 11.1, Loss: 3.19 Score: 14.0, Done: True
Time: 00h 17m 27s, Episode: 1528, Steps: 4897, epr: 11.1, Loss: 3.32 Score: 14.0, Done: True
Time: 00h 17m 27s, Episode: 1529, Steps: 4900, epr: 11.1, Loss: 3.7 Score: 11.0, Done: True
Time: 00h 17m 28s, Episode: 1530, Steps: 4901, epr: 11.1, Loss: 3.42 Score: 15.0, Done: True
Time: 00h 17m 29s, Episode: 1531, Steps: 4902, epr: 11.1, Loss: 3.51 Score: 15.0, Done: True
Time: 00h 17m 30s, Episode: 1532, Steps: 4907, epr: 11.1, Loss: 3.81 Score: 11.0, Done: True
Time: 00h 17m 31s, Episode: 1533, Steps: 4912, epr: 11.1, Loss: 3.33 Score: 11.0, Done: True
Time: 00h 17m 32s, Episode: 1534, Steps: 4914, epr: 11.1, Loss: 3.68 Score: 13.0, Done: True
Time: 00h 17m 33s, Episode: 1535, Steps: 4917, epr: 11.1, Loss: 3.86 Score: 13.0, Done: True
Time: 00h 17m 34s, Episode: 1536, Steps: 4920, epr: 11.1, Loss: 3.71 Score: 13.0, Done: True
Time: 00h 17m 35s, Episode: 1537, Steps: 4921, epr: 11.1, Loss: 3.66 Score: 15.0, Done: True
Time: 00h 17m 36s, Episode: 1538, Steps: 4922, epr: 11.1, Loss: 3.18 Score: 15.0, Done: True
Time: 00h 17m 37s, Episode: 1539, Steps: 4925, epr: 11.1, Loss: 3.33 Score: 13.0, Done: True
Time: 00h 17m 38s, Episode: 1540, Steps: 4927, epr: 11.1, Loss: 4.09 Score: 14.0, Done: True
Time: 00h 17m 39s, Episode: 1541, Steps: 4928, epr: 11.1, Loss: 3.67 Score: 15.0, Done: True
Time: 00h 17m 40s, Episode: 1542, Steps: 4931, epr: 11.1, Loss: 3.83 Score: 13.0, Done: True
Time: 00h 17m 41s, Episode: 1543, Steps: 4934, epr: 11.1, Loss: 3.85 Score: 13.0, Done: True
Time: 00h 17m 42s, Episode: 1544, Steps: 4938, epr: 11.1, Loss: 3.73 Score: 11.0, Done: True
Time: 00h 17m 43s, Episode: 1545, Steps: 4941, epr: 11.1, Loss: 3.88 Score: 12.0, Done: True
Time: 00h 17m 44s, Episode: 1546, Steps: 4943, epr: 11.1, Loss: 3.32 Score: 14.0, Done: True
Time: 00h 17m 45s, Episode: 1547, Steps: 4945, epr: 11.1, Loss: 3.21 Score: 14.0, Done: True
Time: 00h 17m 46s, Episode: 1548, Steps: 4947, epr: 11.1, Loss: 4.1 Score: 14.0, Done: True
Time: 00h 17m 47s, Episode: 1549, Steps: 4950, epr: 11.1, Loss: 3.37 Score: 13.0, Done: True
Time: 00h 17m 48s, Episode: 1550, Steps: 4954, epr: 11.1, Loss: 4.18 Score: 12.0, Done: True
Time: 00h 17m 49s, Episode: 1551, Steps: 4962, epr: 11.1, Loss: 3.69 Score: 4.0, Done: True
Time: 00h 17m 50s, Episode: 1552, Steps: 4963, epr: 11.1, Loss: 4.12 Score: 15.0, Done: True
Time: 00h 17m 51s, Episode: 1553, Steps: 4965, epr: 11.1, Loss: 3.77 Score: 13.0, Done: True
Time: 00h 17m 51s, Episode: 1554, Steps: 4967, epr: 11.1, Loss: 3.86 Score: 14.0, Done: True
Time: 00h 17m 52s, Episode: 1555, Steps: 4969, epr: 11.1, Loss: 3.55 Score: 12.0, Done: True
Time: 00h 17m 53s, Episode: 1556, Steps: 4973, epr: 11.1, Loss: 3.83 Score: 10.0, Done: True
Time: 00h 17m 54s, Episode: 1557, Steps: 4975, epr: 11.1, Loss: 4.43 Score: 14.0, Done: True
Time: 00h 17m 55s, Episode: 1558, Steps: 4976, epr: 11.1, Loss: 3.77 Score: 15.0, Done: True
Time: 00h 17m 56s, Episode: 1559, Steps: 4986, epr: 11.1, Loss: 3.81 Score: 1.0, Done: True
Time: 00h 17m 57s, Episode: 1560, Steps: 4988, epr: 11.1, Loss: 4.23 Score: 14.0, Done: True
Time: 00h 17m 58s, Episode: 1561, Steps: 4996, epr: 11.1, Loss: 3.72 Score: 6.0, Done: True
Time: 00h 17m 59s, Episode: 1562, Steps: 4997, epr: 11.1, Loss: 3.36 Score: 15.0, Done: True
Time: 00h 18m 00s, Episode: 1563, Steps: 5002, epr: 11.1, Loss: 4.19 Score: 11.0, Done: True
Time: 00h 18m 01s, Episode: 1564, Steps: 5003, epr: 11.1, Loss: 3.4 Score: 15.0, Done: True
Time: 00h 18m 02s, Episode: 1565, Steps: 5004, epr: 11.1, Loss: 3.6 Score: 15.0, Done: True
Time: 00h 18m 03s, Episode: 1566, Steps: 5007, epr: 11.1, Loss: 3.18 Score: 13.0, Done: True
Time: 00h 18m 04s, Episode: 1567, Steps: 5008, epr: 11.1, Loss: 3.5 Score: 15.0, Done: True
Time: 00h 18m 05s, Episode: 1568, Steps: 5014, epr: 11.1, Loss: 3.45 Score: 10.0, Done: True
Time: 00h 18m 06s, Episode: 1569, Steps: 5017, epr: 11.1, Loss: 3.66 Score: 13.0, Done: True
Time: 00h 18m 07s, Episode: 1570, Steps: 5018, epr: 11.1, Loss: 3.52 Score: 15.0, Done: True
Time: 00h 18m 08s, Episode: 1571, Steps: 5019, epr: 11.1, Loss: 3.6 Score: 15.0, Done: True
Time: 00h 18m 09s, Episode: 1572, Steps: 5023, epr: 11.1, Loss: 3.85 Score: 12.0, Done: True
Time: 00h 18m 10s, Episode: 1573, Steps: 5026, epr: 11.1, Loss: 3.37 Score: 13.0, Done: True
Time: 00h 18m 11s, Episode: 1574, Steps: 5028, epr: 11.1, Loss: 3.55 Score: 14.0, Done: True
Time: 00h 18m 12s, Episode: 1575, Steps: 5031, epr: 11.1, Loss: 3.68 Score: 10.0, Done: True
Time: 00h 18m 13s, Episode: 1576, Steps: 5033, epr: 11.1, Loss: 3.93 Score: 14.0, Done: True
Time: 00h 18m 14s, Episode: 1577, Steps: 5034, epr: 11.1, Loss: 4.16 Score: 15.0, Done: True
Time: 00h 18m 15s, Episode: 1578, Steps: 5035, epr: 11.1, Loss: 3.84 Score: 15.0, Done: True
Time: 00h 18m 16s, Episode: 1579, Steps: 5038, epr: 11.1, Loss: 3.94 Score: 13.0, Done: True
Time: 00h 18m 17s, Episode: 1580, Steps: 5042, epr: 11.1, Loss: 3.78 Score: 9.0, Done: True
Time: 00h 18m 18s, Episode: 1581, Steps: 5044, epr: 11.1, Loss: 3.71 Score: 14.0, Done: True
Time: 00h 18m 19s, Episode: 1582, Steps: 5047, epr: 11.1, Loss: 3.21 Score: 11.0, Done: True
Time: 00h 18m 20s, Episode: 1583, Steps: 5051, epr: 11.1, Loss: 3.35 Score: 12.0, Done: True
Time: 00h 18m 21s, Episode: 1584, Steps: 5052, epr: 11.2, Loss: 3.39 Score: 15.0, Done: True
Time: 00h 18m 22s, Episode: 1585, Steps: 5054, epr: 11.2, Loss: 3.4 Score: 14.0, Done: True
Time: 00h 18m 23s, Episode: 1586, Steps: 5058, epr: 11.2, Loss: 2.98 Score: 12.0, Done: True
Time: 00h 18m 24s, Episode: 1587, Steps: 5060, epr: 11.2, Loss: 3.51 Score: 14.0, Done: True
Time: 00h 18m 25s, Episode: 1588, Steps: 5062, epr: 11.2, Loss: 3.41 Score: 14.0, Done: True
Time: 00h 18m 26s, Episode: 1589, Steps: 5065, epr: 11.2, Loss: 3.46 Score: 13.0, Done: True
Time: 00h 18m 27s, Episode: 1590, Steps: 5067, epr: 11.2, Loss: 3.51 Score: 12.0, Done: True
Time: 00h 18m 28s, Episode: 1591, Steps: 5071, epr: 11.2, Loss: 3.51 Score: 10.0, Done: True
Time: 00h 18m 29s, Episode: 1592, Steps: 5072, epr: 11.2, Loss: 3.64 Score: 15.0, Done: True
